Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1287633,-,-,-,46.45,-72.66,-5,90,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),,,,,,,,,,,,,,,,,,,,,,
2017,7,28,10,0,305,454,670,96,917,832,2,9,36.6,0,0.16,0.2,1.469,309.2,58.99,19,990,40.1631,31.5789,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,10,30,336,426,695,97,926,875,2,9,32.91,0,0.16,0.2,1.475,309.2,58.98,19,990,41.9481,32.9971,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,11,0,93,941,908,93,941,908,0,9,30.01,0,0.16,0.2,1.481,307.7,55.77,19,990,55.0584,43.3227,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,11,30,94,944,927,94,944,927,1,9,28.18,0,0.16,0.2,1.479,307.7,55.76,19,990,56.3575,44.3522,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,12,0,90,951,933,90,951,933,1,10,27.63,0,0.16,0.2,1.477,305.3,53.29,20,990,56.7643,44.6744,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,12,30,349,455,749,90,950,925,2,10,28.45,0,0.16,0.2,1.471,305.3,53.28,20,990,45.519,35.8217,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,13,0,88,947,904,88,947,904,0,10,30.51,0,0.16,0.2,1.465,301.8,50.97,21,990,54.7745,43.0973,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,13,30,87,940,870,87,940,870,0,10,33.59,0,0.16,0.2,1.465,301.8,50.96,21,990,52.4487,41.254,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,14,0,85,931,824,85,931,824,0,10,37.41,0,0.16,0.2,1.466,298.4,51.86,21,990,49.3126,38.7686,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,14,30,83,917,767,83,917,767,0,10,41.75,0,0.16,0.2,1.479,298.4,51.86,21,990,45.4446,35.7034,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,15,0,83,892,698,83,892,698,0,11,46.46,0,0.16,0.2,1.492,302.2,53,21,990,40.8108,32.0323,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,15,30,79,869,622,79,869,622,0,11,51.39,0,0.16,0.2,1.499,302.2,56.36,20,990,35.7443,28.0186,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,16,0,79,829,537,79,829,537,0,11,56.47,0,0.16,0.2,1.506,306,59.47,20,990,30.1752,23.609,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,16,30,73,791,449,73,791,449,0,11,61.61,0,0.16,0.2,1.504,306,63.27,19,990,24.5122,19.1265,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,17,0,66,742,359,66,742,359,0,13,66.78,0,0.16,0.2,1.503,310.9,71.13,19,990,18.8881,14.6786,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,17,30,58,676,268,58,676,268,0,13,71.93,0,0.16,0.2,1.497,310.9,75.73,18,990,13.4798,10.4113,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,18,0,48,587,180,48,587,180,0,14,77,0,0.16,0.2,1.491,317.5,85.74,17,990,8.6644,6.6341,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,18,30,35,454,99,35,454,99,1,14,81.96,0,0.16,0.2,1.47,317.5,97.4,15,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,19,0,18,257,32,18,257,32,1,13,86.77,0,0.16,0.3,1.45,324.5,94.11,14,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,19,30,0,0,0,0,0,0,0,13,91.39,0,0.16,0.3,1.412,324.5,100,13,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,20,0,0,0,0,0,0,0,1,12,95.76,0,0.16,0.3,1.374,333.2,95.79,13,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,20,30,0,0,0,0,0,0,1,11,99.83,0,0.16,0.3,1.344,333.2,100,12,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,21,0,0,0,0,0,0,0,1,11,103.55,0,0.16,0.3,1.315,339.4,98.4,12,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,21,30,0,0,0,0,0,0,1,11,106.85,0,0.16,0.2,1.299,339.4,98.4,12,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,22,0,0,0,0,0,0,0,0,11,109.66,0,0.16,0.2,1.284,345.2,95.46,12,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,22,30,0,0,0,0,0,0,0,11,111.92,0,0.16,0.2,1.274,345.2,100,11,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,23,0,0,0,0,0,0,0,1,10,113.57,0,0.16,0.2,1.264,352.2,99.5,11,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,28,23,30,0,0,0,0,0,0,0,9,114.55,0,0.16,0.2,1.264,352.2,100,10,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,0,0,0,0,0,0,0,0,1,9,114.84,0,0.16,0.2,1.264,356.7,100,10,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,0,30,0,0,0,0,0,0,0,9,114.43,0,0.16,0.2,1.273,356.7,100,10,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,1,0,0,0,0,0,0,0,1,9,113.32,0,0.16,0.2,1.282,4,100,10,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,1,30,0,0,0,0,0,0,0,9,111.56,0,0.16,0.2,1.286,4,100,9,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,2,0,0,0,0,0,0,0,1,9,109.2,0,0.16,0.2,1.29,14.5,100,9,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,2,30,0,0,0,0,0,0,1,9,106.3,0,0.16,0.2,1.286,14.5,100,9,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,3,0,0,0,0,0,0,0,1,9,102.92,0,0.16,0.2,1.283,23.3,100,9,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,3,30,0,0,0,0,0,0,0,9,99.13,0,0.16,0.2,1.282,23.3,100,9,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,4,0,0,0,0,0,0,0,0,9,95,0,0.16,0.2,1.281,27.1,100,9,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,4,30,0,0,0,0,0,0,1,9,90.58,0,0.16,0.2,1.289,27.1,100,9,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,5,0,22,295,43,22,295,43,1,9,85.93,0,0.16,0.2,1.298,23.8,96.14,10,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,5,30,38,482,113,38,482,113,0,9,81.09,0,0.16,0.1,1.325,23.8,89.98,11,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,6,0,50,612,197,50,612,197,0,9,76.11,0,0.16,0.1,1.352,13.1,84.04,12,1000,9.5446,7.3202,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,6,30,59,697,286,59,697,286,0,9,71.03,0,0.16,0.1,1.393,13.1,78.74,13,1000,14.5053,11.2177,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,7,0,66,759,376,66,759,376,0,8,65.88,0,0.16,0.1,1.434,14.7,66,15,1000,19.9226,15.4955,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,7,30,73,805,466,73,805,466,0,8,60.72,0,0.16,0.1,1.463,14.7,61.92,16,1000,25.581,19.9713,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,8,0,78,838,552,78,838,552,0,8,55.59,0,0.16,0.1,1.492,356,56.49,17,1000,31.1511,24.3816,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,8,30,83,866,633,83,866,633,0,8,50.55,0,0.16,0.1,1.513,356,56.48,17,1000,36.4939,28.6135,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,9,0,87,886,706,87,886,706,0,8,45.66,0,0.16,0.2,1.535,341.6,53.17,18,1000,41.3801,32.485,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,9,30,90,902,771,90,902,771,0,8,41.03,0,0.16,0.2,1.569,341.6,53.16,18,1000,45.7637,35.9585,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,10,0,93,913,825,93,913,825,0,8,36.79,0,0.16,0.2,1.604,334.3,50.64,19,1000,49.4356,38.8686,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,10,30,95,921,867,95,921,867,0,8,33.11,0,0.16,0.2,1.653,334.3,50.63,19,1000,52.3115,41.1483,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,11,0,97,926,897,97,926,897,0,8,30.23,0,0.16,0.2,1.703,330.9,48.49,20,1000,54.3734,42.7829,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,11,30,97,928,914,97,928,914,0,8,28.41,0,0.16,0.1,1.762,330.9,48.49,20,1000,55.5496,43.7155,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,12,0,97,928,918,97,928,918,0,9,27.87,0,0.16,0.1,1.821,332,49.83,20,1000,55.8338,43.9412,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,12,30,97,925,909,97,925,909,0,9,28.68,0,0.16,0.1,1.883,332,49.83,20,1000,55.225,43.459,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,13,0,97,918,886,97,918,886,0,9,30.74,0,0.16,0.1,1.945,335.8,48.19,21,1000,53.6649,42.2233,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,13,30,95,909,851,95,909,851,0,9,33.8,0,0.16,0.1,2.001,335.8,48.19,21,1000,51.2843,40.3371,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,14,0,94,896,804,94,896,804,0,10,37.61,0,0.16,0.1,2.059,340.3,49.58,21,1000,48.0955,37.8107,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,14,30,91,881,747,91,881,747,0,10,41.94,0,0.16,0.1,2.107,340.3,52.72,20,1000,44.2382,34.7544,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,15,0,89,860,679,89,860,679,0,10,46.64,0,0.16,0.1,2.156,346.5,54.37,20,1000,39.6774,31.1415,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,15,30,85,835,604,85,835,604,0,10,51.56,0,0.16,0.1,2.182,346.5,54.37,20,1000,34.6867,27.1882,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,16,0,80,803,522,80,803,522,0,11,56.64,0,0.16,0.1,2.209,352.1,57.63,20,1000,29.3075,22.9284,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,16,30,74,763,436,74,763,436,0,11,61.78,0,0.16,0.1,2.215,352.1,61.31,19,1000,23.7767,18.5507,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,17,0,67,713,347,67,713,347,0,13,66.95,0,0.16,0.2,2.222,357.2,70.64,19,1000,18.2319,14.1664,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,17,30,59,645,257,59,645,257,0,13,72.1,0,0.16,0.2,2.218,357.2,75.19,18,1000,12.9061,9.9657,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,18,0,48,552,171,48,552,171,0,14,77.17,0,0.16,0.3,2.215,359.5,86.95,17,1000,8.222,6.2934,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,18,30,35,418,92,35,418,92,0,14,82.14,0,0.16,0.5,2.207,359.5,92.65,16,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,19,0,17,222,29,17,222,29,0,12,86.96,0,0.16,0.7,2.199,359.3,86.8,15,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,19,30,0,0,0,0,0,0,0,12,91.58,0,0.16,0.7,2.187,359.3,92.59,14,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,20,0,0,0,0,0,0,0,0,12,95.96,0,0.16,0.7,2.176,358.3,90.18,14,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,20,30,0,0,0,0,0,0,0,12,100.04,0,0.16,0.6,2.163,358.3,96.23,13,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,21,0,0,0,0,0,0,0,0,12,103.76,0,0.16,0.5,2.15,2.5,94.42,13,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,21,30,0,0,0,0,0,0,0,11,107.07,0,0.16,0.4,2.144,2.5,100,12,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,22,0,0,0,0,0,0,0,0,11,109.89,0,0.16,0.3,2.138,10.2,99.47,12,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,22,30,0,0,0,0,0,0,0,11,112.15,0,0.16,0.2,2.133,10.2,99.46,12,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,23,0,0,0,0,0,0,0,0,11,113.8,0,0.16,0.2,2.129,18.1,97.71,12,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,29,23,30,0,0,0,0,0,0,0,11,114.79,0,0.16,0.2,2.12,18.1,100,11,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,0,0,0,0,0,0,0,0,0,11,115.08,0,0.16,0.2,2.111,24.3,100,11,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,0,30,0,0,0,0,0,0,0,11,114.66,0,0.16,0.2,2.104,24.3,100,11,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,1,0,0,0,0,0,0,0,0,10,113.55,0,0.16,0.2,2.097,27.2,99.1,11,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,1,30,0,0,0,0,0,0,1,9,111.79,0,0.16,0.2,2.094,27.2,100,10,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,2,0,0,0,0,0,0,0,0,9,109.42,0,0.16,0.2,2.092,27.5,100,10,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,2,30,0,0,0,0,0,0,1,9,106.51,0,0.16,0.2,2.09,27.5,100,10,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,3,0,0,0,0,0,0,0,3,9,103.12,0,0.16,0.2,2.088,28.9,99.85,10,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,3,30,0,0,0,0,0,0,1,9,99.33,0,0.16,0.2,2.074,28.9,100,10,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,4,0,0,0,0,0,0,0,1,9,95.19,0,0.16,0.2,2.061,33.1,100,10,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,4,30,0,0,0,0,0,0,1,9,90.76,0,0.16,0.1,2.037,33.1,98.02,11,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,5,0,21,268,39,21,268,39,1,10,86.1,0,0.16,0.1,2.017,37.4,94.13,12,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,5,30,38,456,107,38,456,107,3,10,81.26,4,0.16,0,2.001,37.4,88.14,13,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,6,0,50,582,189,50,582,189,3,10,76.28,4,0.16,0,1.987,35.1,78.59,14,1000,9.145,7.0115,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,6,30,60,670,276,60,670,276,0,10,71.19,0,0.16,0,1.985,35.1,73.69,15,1000,13.9775,10.8072,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,7,0,67,736,366,67,736,366,0,10,66.04,0,0.16,0,1.984,349.7,65.14,17,1000,19.3688,15.0626,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,7,30,74,784,456,74,784,456,0,10,60.88,0,0.16,0,1.993,349.7,61.17,18,1000,25.0076,19.5219,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,8,0,79,822,541,79,822,541,0,10,55.75,0,0.16,0.1,2.003,308.5,58.44,19,1000,30.507,23.8759,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,8,30,83,850,622,83,850,622,0,10,50.71,0,0.16,0.1,2.017,308.5,58.43,19,1000,35.8381,28.0979,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,9,0,87,872,695,87,872,695,0,11,45.83,0,0.16,0.1,2.031,285.7,57.18,20,1000,40.7144,31.9612,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,9,30,90,889,759,90,889,759,0,11,41.21,0,0.16,0.1,2.053,285.7,53.75,21,1000,45.0315,35.3821,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,10,0,90,906,814,90,906,814,0,11,36.98,0,0.16,0.1,2.076,271.3,53.01,22,1000,48.7575,38.3345,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,10,30,92,915,857,92,915,857,0,11,33.32,0,0.16,0.1,2.102,271.3,52.99,22,1000,51.6894,40.658,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,11,0,94,920,887,94,920,887,0,12,30.46,0,0.16,0.1,2.13,260.9,55.69,23,1000,53.7485,42.2902,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,11,30,95,923,905,95,923,905,0,12,28.65,0,0.16,0.1,2.163,260.9,55.67,23,1000,54.9843,43.2697,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,12,0,96,921,909,96,921,909,0,13,28.11,0,0.16,0.1,2.196,250.8,54.89,23,1000,55.2685,43.4954,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,12,30,96,918,900,96,918,900,0,13,28.92,0,0.16,0.1,2.238,250.8,54.88,23,1000,54.6597,43.0133,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,13,0,96,911,878,96,911,878,0,14,30.96,0,0.16,0.2,2.281,241.2,54.03,24,1000,53.1622,41.8269,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,13,30,95,903,843,95,903,843,0,14,34.01,0,0.16,0.2,2.333,241.2,54.03,24,1000,50.7831,39.942,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,14,0,97,883,795,97,883,795,0,14,37.81,0,0.16,0.2,2.385,232.1,56.6,24,1000,47.537,37.3706,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,14,30,94,867,738,94,867,738,1,14,42.14,0,0.16,0.2,2.454,232.1,56.6,24,1000,43.6828,34.3168,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,15,0,97,834,668,97,834,668,0,15,46.82,0,0.16,0.2,2.524,222.6,60.21,24,1000,39.0124,30.6182,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,15,30,93,806,592,93,806,592,0,15,51.74,0,0.16,0.2,2.617,222.6,63.93,23,1000,33.9733,26.6275,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,16,0,93,756,507,93,756,507,0,17,56.81,0,0.16,0.2,2.71,210.4,70.78,23,1000,28.4411,22.2489,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,16,30,86,711,421,86,711,421,0,17,61.96,0,0.16,0.2,2.834,210.4,70.78,23,1000,22.9323,17.8897,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,17,0,83,632,329,83,632,329,0,18,67.13,0,0.16,0.2,2.959,204.9,77.09,23,1000,17.261,13.4096,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,17,30,72,556,241,72,556,241,0,18,72.27,0,0.16,0.2,3.117,204.9,87.05,21,1000,12.0834,9.3281,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,18,0,63,415,154,63,415,154,0,18,77.35,0,0.16,0.3,3.275,204.1,93.11,20,1000,7.3962,5.6595,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,18,30,43,280,80,43,280,80,1,18,82.32,0,0.16,0.3,3.443,204.1,99.07,19,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,19,0,17,79,21,17,79,21,1,17,87.14,0,0.16,0.3,3.612,211,93.19,19,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,19,30,0,0,0,0,0,0,7,17,91.78,0,0.16,0.3,3.733,211,93.19,19,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,20,0,0,0,0,0,0,0,8,17,96.16,0,0.16,0.3,3.855,218.6,93.77,19,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,20,30,0,0,0,0,0,0,8,17,100.25,0,0.16,0.3,3.895,218.6,93.76,19,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,21,0,0,0,0,0,0,0,8,18,103.98,0,0.16,0.3,3.936,230.4,95.24,19,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,21,30,0,0,0,0,0,0,8,18,107.3,0,0.16,0.2,3.9,230.4,100,18,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,22,0,0,0,0,0,0,0,8,18,110.12,0,0.16,0.2,3.865,235.8,100,18,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,22,30,0,0,0,0,0,0,8,17,112.39,0,0.16,0.2,3.811,235.8,100,17,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,23,0,0,0,0,0,0,0,8,17,114.05,0,0.16,0.2,3.758,221,100,17,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,30,23,30,0,0,0,0,0,0,8,17,115.04,0,0.16,0.2,3.742,221,100,17,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,0,0,0,0,0,0,0,0,8,17,115.33,0,0.16,0.2,3.726,209.1,100,17,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,0,30,0,0,0,0,0,0,4,17,114.91,0,0.16,0.2,3.76,209.1,100,17,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,1,0,0,0,0,0,0,0,4,17,113.79,0,0.16,0.2,3.794,201.1,100,17,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,1,30,0,0,0,0,0,0,4,17,112.02,0,0.16,0.2,3.843,201.1,100,17,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,2,0,0,0,0,0,0,0,4,17,109.64,0,0.16,0.2,3.893,195.9,100,17,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,2,30,0,0,0,0,0,0,4,16,106.72,0,0.16,0.2,3.934,195.9,100,17,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,3,0,0,0,0,0,0,0,1,16,103.33,0,0.16,0.2,3.975,190.2,100,17,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,3,30,0,0,0,0,0,0,1,16,99.53,0,0.16,0.2,4.006,190.2,100,17,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,4,0,0,0,0,0,0,0,0,16,95.38,0,0.16,0.2,4.038,191,100,17,990,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,4,30,0,0,0,0,0,0,1,16,90.94,0,0.16,0.2,4.038,191,100,17,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,5,0,22,66,26,22,66,26,1,17,86.28,0,0.16,0.2,4.038,196.2,100,17,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,5,30,56,186,84,56,186,84,3,17,81.43,4,0.16,0.2,4.006,196.2,100,17,1000,0,0,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,6,0,80,9,83,87,293,156,4,17,76.44,4,0.16,0.2,3.975,203.3,100,17,1000,4.0112,3.0745,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,6,30,116,29,125,113,385,236,3,17,71.35,0,0.16,0.2,3.961,203.3,100,17,1000,6.3211,4.8862,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,7,0,157,55,179,131,467,320,4,18,66.2,0,0.16,0.2,3.948,212.6,100,18,1000,9.4609,7.3564,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,7,30,148,528,404,148,528,404,0,18,61.04,0,0.16,0.2,3.969,212.6,100,19,1000,22.1341,17.2771,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,8,0,156,589,487,156,589,487,1,19,55.92,0,0.16,0.2,3.991,227.2,100,20,1000,27.4394,21.4736,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,8,30,268,64,309,167,628,563,4,19,50.88,0,0.16,0.2,4.022,227.2,97.59,20,1000,17.7923,13.9489,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,9,0,292,50,327,172,666,635,8,20,46.01,0,0.16,0.2,4.054,247.4,96.77,21,1000,19.1457,15.029,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,9,30,349,227,519,179,691,697,8,20,41.4,0,0.16,0.2,4.043,247.4,96.76,21,1000,30.7777,24.1819,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,10,0,365,286,594,175,726,753,8,20,37.18,0,0.16,0.2,4.033,264.2,92.49,22,1000,35.5652,27.9615,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,10,30,374,335,654,179,740,796,8,20,33.53,0,0.16,0.2,3.919,264.2,92.49,22,1000,39.4311,31.0151,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,11,0,162,782,835,162,782,835,1,19,30.69,0,0.16,0.2,3.805,278,82.61,23,1000,50.5797,39.7961,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,11,30,162,790,855,162,790,855,1,19,28.89,0,0.16,0.2,3.586,278,82.61,23,1000,51.929,40.8645,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,12,0,423,262,653,140,829,870,3,18,28.36,0,0.16,0.2,3.367,289.1,73.59,24,1000,39.6897,31.2345,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,12,30,156,3,159,140,831,865,3,18,29.17,0,0.16,0.2,3.129,289.1,73.59,24,1000,9.6531,7.5961,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,13,0,331,28,355,150,810,843,8,17,31.2,0,0.16,0.2,2.891,294,64.62,25,1000,21.4869,16.905,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,13,30,43,0,43,148,804,813,8,17,34.24,0,0.16,0.2,2.685,294,64.62,25,1000,2.5893,2.0365,,,,,,,,,,,,,,,,,,,,,,
2017,7,31,14,0,128,825,778,128,825,778,1,16,38.02,0,0.16,0.2,2.48,298.9,60.84,25,1000,46.4996,36.5539,,,,,,,,,,,,,,,,,,,,,,
