deviceKey,value,variable,standardtime (UTC-5)
T04,19.89,TEMP,2018-01-31 23:58
T09,266,Wh,2018-02-01 0:00
T07,553,Wh,2018-02-01 0:00
T06,915,Wh,2018-02-01 0:00
T05,1350,Wh,2018-02-01 0:00
T10,0,Wh,2018-02-01 0:00
T02,86,Wh,2018-02-01 0:00
T11,0,Wh,2018-02-01 0:00
T12,0,Wh,2018-02-01 0:00
T03,0,Wh,2018-02-01 0:00
T01,0,Wh,2018-02-01 0:00
T04,0,Wh,2018-02-01 0:00
T02,86,Wh,2018-02-01 0:00
T10,0,Wh,2018-02-01 0:00
T08,0,Wh,2018-02-01 0:00
T08,0,Wh,2018-02-01 0:00
T06,915,Wh,2018-02-01 0:00
T07,553,Wh,2018-02-01 0:00
T09,266,Wh,2018-02-01 0:00
T11,0,Wh,2018-02-01 0:00
T12,0,Wh,2018-02-01 0:00
T01,0,Wh,2018-02-01 0:00
T04,0,Wh,2018-02-01 0:00
T05,1350,Wh,2018-02-01 0:00
T03,0,Wh,2018-02-01 0:00
T09,17,SET,2018-02-01 0:01
T09,17,SET,2018-02-01 0:01
T09,21.54,TEMP,2018-02-01 0:01
T09,21.54,TEMP,2018-02-01 0:01
T07,21.44,TEMP,2018-02-01 0:01
T07,21.44,TEMP,2018-02-01 0:01
T07,17,SET,2018-02-01 0:01
T07,17,SET,2018-02-01 0:01
T06,17,SET,2018-02-01 0:02
T06,21.43,TEMP,2018-02-01 0:02
T06,17,SET,2018-02-01 0:02
T06,21.43,TEMP,2018-02-01 0:02
T11,17,SET,2018-02-01 0:02
T11,21.78,TEMP,2018-02-01 0:02
T11,17,SET,2018-02-01 0:02
T11,21.78,TEMP,2018-02-01 0:02
T05,17,SET,2018-02-01 0:02
T05,17,SET,2018-02-01 0:02
T05,21.45,TEMP,2018-02-01 0:02
T05,21.45,TEMP,2018-02-01 0:02
T10,17,SET,2018-02-01 0:02
T10,19.15,TEMP,2018-02-01 0:02
T10,19.15,TEMP,2018-02-01 0:02
T10,17,SET,2018-02-01 0:02
T02,16.01,TEMP,2018-02-01 0:02
T02,16,SET,2018-02-01 0:02
T02,16.01,TEMP,2018-02-01 0:02
T02,16,SET,2018-02-01 0:02
T04,17,SET,2018-02-01 0:02
T04,19.76,TEMP,2018-02-01 0:02
T04,17,SET,2018-02-01 0:02
T04,19.76,TEMP,2018-02-01 0:02
T01,19.56,TEMP,2018-02-01 0:02
T01,17,SET,2018-02-01 0:02
T01,19.56,TEMP,2018-02-01 0:02
T01,17,SET,2018-02-01 0:02
T03,18.81,TEMP,2018-02-01 0:02
T03,18,SET,2018-02-01 0:02
T03,18,SET,2018-02-01 0:02
T03,18.81,TEMP,2018-02-01 0:02
T12,18,SET,2018-02-01 0:02
T12,18,SET,2018-02-01 0:02
T12,18.91,TEMP,2018-02-01 0:02
T12,18.91,TEMP,2018-02-01 0:02
T09,21.31,TEMP,2018-02-01 0:03
T09,21.31,TEMP,2018-02-01 0:03
T07,21.31,TEMP,2018-02-01 0:03
T07,21.31,TEMP,2018-02-01 0:03
T06,21.27,TEMP,2018-02-01 0:03
T06,21.27,TEMP,2018-02-01 0:03
T05,21.19,TEMP,2018-02-01 0:03
T05,21.19,TEMP,2018-02-01 0:03
T08,17,SET,2018-02-01 0:03
T08,19.13,TEMP,2018-02-01 0:03
T08,19.13,TEMP,2018-02-01 0:03
T08,17,SET,2018-02-01 0:03
T09,21.17,TEMP,2018-02-01 0:04
T09,21.17,TEMP,2018-02-01 0:04
T06,21.04,TEMP,2018-02-01 0:04
T06,21.04,TEMP,2018-02-01 0:04
T11,21.59,TEMP,2018-02-01 0:04
T11,21.59,TEMP,2018-02-01 0:04
T05,20.97,TEMP,2018-02-01 0:04
T05,20.97,TEMP,2018-02-01 0:04
T04,19.65,TEMP,2018-02-01 0:04
T04,19.65,TEMP,2018-02-01 0:04
T09,21.03,TEMP,2018-02-01 0:05
T09,21.03,TEMP,2018-02-01 0:05
T07,20.94,TEMP,2018-02-01 0:05
T07,20.94,TEMP,2018-02-01 0:05
T06,20.79,TEMP,2018-02-01 0:05
T06,20.79,TEMP,2018-02-01 0:05
T05,20.78,TEMP,2018-02-01 0:05
T05,20.78,TEMP,2018-02-01 0:05
T09,20.89,TEMP,2018-02-01 0:07
T09,20.89,TEMP,2018-02-01 0:07
T07,20.71,TEMP,2018-02-01 0:07
T07,20.71,TEMP,2018-02-01 0:07
T11,21.47,TEMP,2018-02-01 0:07
T11,21.47,TEMP,2018-02-01 0:07
T06,20.53,TEMP,2018-02-01 0:07
T06,20.53,TEMP,2018-02-01 0:07
T01,19.45,TEMP,2018-02-01 0:07
T01,19.45,TEMP,2018-02-01 0:07
T09,20.79,TEMP,2018-02-01 0:08
T09,20.79,TEMP,2018-02-01 0:08
T07,20.47,TEMP,2018-02-01 0:08
T06,20.32,TEMP,2018-02-01 0:08
T06,20.32,TEMP,2018-02-01 0:08
T07,20.47,TEMP,2018-02-01 0:08
T11,21.31,TEMP,2018-02-01 0:08
T11,21.31,TEMP,2018-02-01 0:08
T05,20.47,TEMP,2018-02-01 0:08
T05,20.47,TEMP,2018-02-01 0:08
T09,20.66,TEMP,2018-02-01 0:09
T09,20.66,TEMP,2018-02-01 0:09
T07,20.31,TEMP,2018-02-01 0:09
T07,20.31,TEMP,2018-02-01 0:09
T06,20.15,TEMP,2018-02-01 0:09
T06,20.15,TEMP,2018-02-01 0:09
T05,20.33,TEMP,2018-02-01 0:09
T05,20.33,TEMP,2018-02-01 0:09
T03,18.7,TEMP,2018-02-01 0:09
T03,18.7,TEMP,2018-02-01 0:09
T12,18.79,TEMP,2018-02-01 0:09
T12,18.79,TEMP,2018-02-01 0:09
T07,20.12,TEMP,2018-02-01 0:10
T07,20.12,TEMP,2018-02-01 0:10
T06,20.03,TEMP,2018-02-01 0:10
T06,20.03,TEMP,2018-02-01 0:10
T11,21.2,TEMP,2018-02-01 0:10
T11,21.2,TEMP,2018-02-01 0:10
T04,19.54,TEMP,2018-02-01 0:10
T04,19.54,TEMP,2018-02-01 0:10
T09,20.5,TEMP,2018-02-01 0:11
T09,20.5,TEMP,2018-02-01 0:11
T07,20,TEMP,2018-02-01 0:11
T07,20,TEMP,2018-02-01 0:11
T06,19.92,TEMP,2018-02-01 0:11
T06,19.92,TEMP,2018-02-01 0:11
T05,20.19,TEMP,2018-02-01 0:11
T05,20.19,TEMP,2018-02-01 0:11
T08,18.99,TEMP,2018-02-01 0:11
T08,18.99,TEMP,2018-02-01 0:11
T10,19.01,TEMP,2018-02-01 0:11
T10,19.01,TEMP,2018-02-01 0:11
T07,19.89,TEMP,2018-02-01 0:12
T07,19.89,TEMP,2018-02-01 0:12
T11,21.05,TEMP,2018-02-01 0:12
T11,21.05,TEMP,2018-02-01 0:12
T01,19.33,TEMP,2018-02-01 0:12
T01,19.33,TEMP,2018-02-01 0:12
T09,20.36,TEMP,2018-02-01 0:13
T09,20.36,TEMP,2018-02-01 0:13
T06,19.78,TEMP,2018-02-01 0:13
T07,19.78,TEMP,2018-02-01 0:13
T06,19.78,TEMP,2018-02-01 0:13
T07,19.78,TEMP,2018-02-01 0:13
T05,20.08,TEMP,2018-02-01 0:13
T05,20.08,TEMP,2018-02-01 0:13
T07,19.68,TEMP,2018-02-01 0:14
T07,19.68,TEMP,2018-02-01 0:14
T11,20.91,TEMP,2018-02-01 0:14
T11,20.91,TEMP,2018-02-01 0:14
T04,19.4,TEMP,2018-02-01 0:14
T04,19.4,TEMP,2018-02-01 0:14
T09,20.24,TEMP,2018-02-01 0:15
T09,20.24,TEMP,2018-02-01 0:15
T06,19.64,TEMP,2018-02-01 0:15
T06,19.64,TEMP,2018-02-01 0:15
T05,19.96,TEMP,2018-02-01 0:16
T05,19.96,TEMP,2018-02-01 0:16
T03,18.59,TEMP,2018-02-01 0:16
T03,18.59,TEMP,2018-02-01 0:16
T07,19.5,TEMP,2018-02-01 0:17
T07,19.5,TEMP,2018-02-01 0:17
T11,20.79,TEMP,2018-02-01 0:17
T11,20.79,TEMP,2018-02-01 0:17
T01,19.22,TEMP,2018-02-01 0:17
T01,19.22,TEMP,2018-02-01 0:17
T12,18.67,TEMP,2018-02-01 0:17
T12,18.67,TEMP,2018-02-01 0:17
T09,20.13,TEMP,2018-02-01 0:18
T09,20.13,TEMP,2018-02-01 0:18
T08,18.87,TEMP,2018-02-01 0:18
T08,18.87,TEMP,2018-02-01 0:18
T10,18.91,TEMP,2018-02-01 0:18
T10,18.91,TEMP,2018-02-01 0:18
T07,19.35,TEMP,2018-02-01 0:19
T07,19.35,TEMP,2018-02-01 0:19
T06,19.51,TEMP,2018-02-01 0:19
T06,19.51,TEMP,2018-02-01 0:19
T11,20.6,TEMP,2018-02-01 0:19
T11,20.6,TEMP,2018-02-01 0:19
T05,19.84,TEMP,2018-02-01 0:19
T05,19.84,TEMP,2018-02-01 0:19
T04,19.25,TEMP,2018-02-01 0:19
T04,19.25,TEMP,2018-02-01 0:19
T03,18.45,TEMP,2018-02-01 0:21
T03,18.45,TEMP,2018-02-01 0:21
T09,19.96,TEMP,2018-02-01 0:22
T09,19.96,TEMP,2018-02-01 0:22
T07,19.25,TEMP,2018-02-01 0:22
T07,19.25,TEMP,2018-02-01 0:22
T06,19.4,TEMP,2018-02-01 0:23
T06,19.4,TEMP,2018-02-01 0:23
T05,19.74,TEMP,2018-02-01 0:23
T05,19.74,TEMP,2018-02-01 0:23
T10,18.81,TEMP,2018-02-01 0:23
T10,18.81,TEMP,2018-02-01 0:23
T11,20.47,TEMP,2018-02-01 0:24
T11,20.47,TEMP,2018-02-01 0:24
T01,19.06,TEMP,2018-02-01 0:24
T01,19.06,TEMP,2018-02-01 0:24
T12,18.56,TEMP,2018-02-01 0:24
T12,18.56,TEMP,2018-02-01 0:24
T07,19.13,TEMP,2018-02-01 0:25
T07,19.13,TEMP,2018-02-01 0:25
T08,18.77,TEMP,2018-02-01 0:25
T08,18.77,TEMP,2018-02-01 0:25
T09,19.85,TEMP,2018-02-01 0:27
T09,19.85,TEMP,2018-02-01 0:27
T11,20.35,TEMP,2018-02-01 0:27
T11,20.35,TEMP,2018-02-01 0:27
T05,19.61,TEMP,2018-02-01 0:27
T05,19.61,TEMP,2018-02-01 0:27
T04,19.13,TEMP,2018-02-01 0:27
T04,19.13,TEMP,2018-02-01 0:27
T06,19.29,TEMP,2018-02-01 0:28
T06,19.29,TEMP,2018-02-01 0:28
T03,18.34,TEMP,2018-02-01 0:28
T03,18.34,TEMP,2018-02-01 0:28
T01,18.92,TEMP,2018-02-01 0:29
T01,18.92,TEMP,2018-02-01 0:29
T10,18.68,TEMP,2018-02-01 0:30
T10,18.68,TEMP,2018-02-01 0:30
T12,18.44,TEMP,2018-02-01 0:30
T12,18.44,TEMP,2018-02-01 0:30
T07,19.01,TEMP,2018-02-01 0:31
T07,19.01,TEMP,2018-02-01 0:31
T11,20.23,TEMP,2018-02-01 0:31
T11,20.23,TEMP,2018-02-01 0:31
T08,18.64,TEMP,2018-02-01 0:32
T08,18.64,TEMP,2018-02-01 0:32
T04,19.02,TEMP,2018-02-01 0:32
T04,19.02,TEMP,2018-02-01 0:32
T09,19.74,TEMP,2018-02-01 0:33
T09,19.74,TEMP,2018-02-01 0:33
T05,19.47,TEMP,2018-02-01 0:33
T05,19.47,TEMP,2018-02-01 0:33
T06,19.16,TEMP,2018-02-01 0:34
T11,20.13,TEMP,2018-02-01 0:34
T06,19.16,TEMP,2018-02-01 0:34
T11,20.13,TEMP,2018-02-01 0:34
T03,18.23,TEMP,2018-02-01 0:35
T03,18.23,TEMP,2018-02-01 0:35
T07,18.89,TEMP,2018-02-01 0:36
T07,18.89,TEMP,2018-02-01 0:36
T04,18.89,TEMP,2018-02-01 0:37
T04,18.89,TEMP,2018-02-01 0:37
T05,19.35,TEMP,2018-02-01 0:38
T05,19.35,TEMP,2018-02-01 0:38
T02,15.9,TEMP,2018-02-01 0:38
T10,18.57,TEMP,2018-02-01 0:38
T10,18.57,TEMP,2018-02-01 0:38
T02,15.9,TEMP,2018-02-01 0:38
T01,18.81,TEMP,2018-02-01 0:38
T01,18.81,TEMP,2018-02-01 0:38
T09,19.63,TEMP,2018-02-01 0:39
T09,19.63,TEMP,2018-02-01 0:39
T11,20.01,TEMP,2018-02-01 0:39
T11,20.01,TEMP,2018-02-01 0:39
T08,18.54,TEMP,2018-02-01 0:39
T08,18.54,TEMP,2018-02-01 0:39
T12,18.33,TEMP,2018-02-01 0:39
T12,18.33,TEMP,2018-02-01 0:39
T07,18.79,TEMP,2018-02-01 0:40
T07,18.79,TEMP,2018-02-01 0:40
T06,19.06,TEMP,2018-02-01 0:40
T06,19.06,TEMP,2018-02-01 0:40
T11,19.89,TEMP,2018-02-01 0:41
T11,19.89,TEMP,2018-02-01 0:41
T02,16.01,TEMP,2018-02-01 0:42
T02,16.01,TEMP,2018-02-01 0:42
T03,18.13,TEMP,2018-02-01 0:42
T03,18.13,TEMP,2018-02-01 0:42
T04,18.76,TEMP,2018-02-01 0:43
T04,18.76,TEMP,2018-02-01 0:43
T09,19.52,TEMP,2018-02-01 0:44
T09,19.52,TEMP,2018-02-01 0:44
T05,19.21,TEMP,2018-02-01 0:44
T05,19.21,TEMP,2018-02-01 0:44
T07,18.67,TEMP,2018-02-01 0:45
T07,18.67,TEMP,2018-02-01 0:45
T04,18.97,TEMP,2018-02-01 0:45
T04,18.97,TEMP,2018-02-01 0:45
T01,18.7,TEMP,2018-02-01 0:45
T01,18.7,TEMP,2018-02-01 0:45
T06,18.93,TEMP,2018-02-01 0:46
T06,18.93,TEMP,2018-02-01 0:46
T08,18.41,TEMP,2018-02-01 0:46
T08,18.41,TEMP,2018-02-01 0:46
T04,19.1,TEMP,2018-02-01 0:46
T04,19.1,TEMP,2018-02-01 0:46
T10,18.47,TEMP,2018-02-01 0:47
T10,18.47,TEMP,2018-02-01 0:47
T04,19.22,TEMP,2018-02-01 0:48
T04,19.22,TEMP,2018-02-01 0:48
T11,19.79,TEMP,2018-02-01 0:49
T11,19.79,TEMP,2018-02-01 0:49
T12,18.2,TEMP,2018-02-01 0:49
T12,18.2,TEMP,2018-02-01 0:49
T07,18.52,TEMP,2018-02-01 0:50
T07,18.52,TEMP,2018-02-01 0:50
T05,19.08,TEMP,2018-02-01 0:50
T05,19.08,TEMP,2018-02-01 0:50
T04,19.32,TEMP,2018-02-01 0:50
T04,19.32,TEMP,2018-02-01 0:50
T01,18.58,TEMP,2018-02-01 0:50
T01,18.58,TEMP,2018-02-01 0:50
T03,18,TEMP,2018-02-01 0:50
T03,18,TEMP,2018-02-01 0:50
T09,19.39,TEMP,2018-02-01 0:51
T09,19.39,TEMP,2018-02-01 0:51
T06,18.83,TEMP,2018-02-01 0:51
T06,18.83,TEMP,2018-02-01 0:51
T04,19.42,TEMP,2018-02-01 0:52
T04,19.42,TEMP,2018-02-01 0:52
T05,18.97,TEMP,2018-02-01 0:54
T11,19.58,TEMP,2018-02-01 0:54
T11,19.58,TEMP,2018-02-01 0:54
T05,18.97,TEMP,2018-02-01 0:54
T07,18.4,TEMP,2018-02-01 0:55
T07,18.4,TEMP,2018-02-01 0:55
T10,18.35,TEMP,2018-02-01 0:55
T10,18.35,TEMP,2018-02-01 0:55
T11,19.7,TEMP,2018-02-01 0:56
T11,19.7,TEMP,2018-02-01 0:56
T04,19.55,TEMP,2018-02-01 0:56
T04,19.55,TEMP,2018-02-01 0:56
T09,19.26,TEMP,2018-02-01 0:57
T09,19.26,TEMP,2018-02-01 0:57
T06,18.72,TEMP,2018-02-01 0:57
T06,18.72,TEMP,2018-02-01 0:57
T11,19.59,TEMP,2018-02-01 0:58
T11,19.59,TEMP,2018-02-01 0:58
T05,18.84,TEMP,2018-02-01 0:58
T05,18.84,TEMP,2018-02-01 0:58
T03,17.88,TEMP,2018-02-01 0:58
T03,17.88,TEMP,2018-02-01 0:58
T12,18.09,TEMP,2018-02-01 0:58
T12,18.09,TEMP,2018-02-01 0:58
T08,18.3,TEMP,2018-02-01 0:59
T08,18.3,TEMP,2018-02-01 0:59
T06,0,Wh,2018-02-01 1:00
T09,0,Wh,2018-02-01 1:00
T03,0,Wh,2018-02-01 1:00
T11,0,Wh,2018-02-01 1:00
T07,0,Wh,2018-02-01 1:00
T01,0,Wh,2018-02-01 1:00
T04,0,Wh,2018-02-01 1:00
T02,137,Wh,2018-02-01 1:00
T10,0,Wh,2018-02-01 1:00
T08,0,Wh,2018-02-01 1:00
T05,0,Wh,2018-02-01 1:00
T11,0,Wh,2018-02-01 1:00
T06,0,Wh,2018-02-01 1:00
T07,0,Wh,2018-02-01 1:00
T05,0,Wh,2018-02-01 1:00
T08,0,Wh,2018-02-01 1:00
T12,0,Wh,2018-02-01 1:00
T02,137,Wh,2018-02-01 1:00
T04,0,Wh,2018-02-01 1:00
T01,0,Wh,2018-02-01 1:00
T03,0,Wh,2018-02-01 1:00
T12,0,Wh,2018-02-01 1:00
T09,0,Wh,2018-02-01 1:00
T10,0,Wh,2018-02-01 1:00
T07,18.27,TEMP,2018-02-01 1:00
T07,18.27,TEMP,2018-02-01 1:00
T09,19.14,TEMP,2018-02-01 1:02
T09,19.14,TEMP,2018-02-01 1:02
T11,19.46,TEMP,2018-02-01 1:02
T11,19.46,TEMP,2018-02-01 1:02
T01,18.47,TEMP,2018-02-01 1:03
T01,18.47,TEMP,2018-02-01 1:03
T07,18.16,TEMP,2018-02-01 1:06
T07,18.16,TEMP,2018-02-01 1:06
T06,18.57,TEMP,2018-02-01 1:06
T06,18.57,TEMP,2018-02-01 1:06
T05,18.73,TEMP,2018-02-01 1:06
T05,18.73,TEMP,2018-02-01 1:06
T10,18.25,TEMP,2018-02-01 1:06
T10,18.25,TEMP,2018-02-01 1:06
T08,18.2,TEMP,2018-02-01 1:08
T08,18.2,TEMP,2018-02-01 1:08
T09,18.95,TEMP,2018-02-01 1:11
T09,18.95,TEMP,2018-02-01 1:11
T11,19.33,TEMP,2018-02-01 1:11
T11,19.33,TEMP,2018-02-01 1:11
T03,17.98,TEMP,2018-02-01 1:11
T03,17.98,TEMP,2018-02-01 1:11
T10,18.14,TEMP,2018-02-01 1:13
T10,18.14,TEMP,2018-02-01 1:13
T06,18.47,TEMP,2018-02-01 1:14
T06,18.47,TEMP,2018-02-01 1:14
T04,19.27,TEMP,2018-02-01 1:15
T04,19.27,TEMP,2018-02-01 1:15
T04,19.07,TEMP,2018-02-01 1:16
T04,19.07,TEMP,2018-02-01 1:16
T07,18.05,TEMP,2018-02-01 1:17
T07,18.05,TEMP,2018-02-01 1:17
T05,18.61,TEMP,2018-02-01 1:17
T05,18.61,TEMP,2018-02-01 1:17
T04,18.88,TEMP,2018-02-01 1:17
T04,18.88,TEMP,2018-02-01 1:17
T08,18.09,TEMP,2018-02-01 1:18
T08,18.09,TEMP,2018-02-01 1:18
T02,15.9,TEMP,2018-02-01 1:18
T02,15.9,TEMP,2018-02-01 1:18
T04,18.72,TEMP,2018-02-01 1:18
T04,18.72,TEMP,2018-02-01 1:18
T11,19.22,TEMP,2018-02-01 1:19
T11,19.22,TEMP,2018-02-01 1:19
T01,18.33,TEMP,2018-02-01 1:19
T01,18.33,TEMP,2018-02-01 1:19
T06,18.35,TEMP,2018-02-01 1:21
T06,18.35,TEMP,2018-02-01 1:21
T10,18.04,TEMP,2018-02-01 1:21
T10,18.04,TEMP,2018-02-01 1:21
T04,18.59,TEMP,2018-02-01 1:21
T04,18.59,TEMP,2018-02-01 1:21
T05,18.48,TEMP,2018-02-01 1:23
T05,18.48,TEMP,2018-02-01 1:23
T09,18.8,TEMP,2018-02-01 1:24
T09,18.8,TEMP,2018-02-01 1:24
T08,17.97,TEMP,2018-02-01 1:24
T08,17.97,TEMP,2018-02-01 1:24
T04,18.46,TEMP,2018-02-01 1:24
T04,18.46,TEMP,2018-02-01 1:24
T12,17.98,TEMP,2018-02-01 1:24
T12,17.98,TEMP,2018-02-01 1:24
T06,18.23,TEMP,2018-02-01 1:29
T11,19.01,TEMP,2018-02-01 1:29
T06,18.23,TEMP,2018-02-01 1:29
T11,19.01,TEMP,2018-02-01 1:29
T02,15.79,TEMP,2018-02-01 1:29
T02,15.79,TEMP,2018-02-01 1:29
T01,18.22,TEMP,2018-02-01 1:29
T04,18.33,TEMP,2018-02-01 1:29
T04,18.33,TEMP,2018-02-01 1:29
T01,18.22,TEMP,2018-02-01 1:29
T10,17.92,TEMP,2018-02-01 1:30
T10,17.92,TEMP,2018-02-01 1:30
T07,17.93,TEMP,2018-02-01 1:31
T07,17.93,TEMP,2018-02-01 1:31
T09,18.7,TEMP,2018-02-01 1:32
T09,18.7,TEMP,2018-02-01 1:32
T05,18.36,TEMP,2018-02-01 1:34
T05,18.36,TEMP,2018-02-01 1:34
T08,17.86,TEMP,2018-02-01 1:34
T08,17.86,TEMP,2018-02-01 1:34
T04,18.22,TEMP,2018-02-01 1:34
T04,18.22,TEMP,2018-02-01 1:34
T06,18.13,TEMP,2018-02-01 1:35
T06,18.13,TEMP,2018-02-01 1:35
T12,17.86,TEMP,2018-02-01 1:37
T12,17.86,TEMP,2018-02-01 1:37
T09,18.59,TEMP,2018-02-01 1:38
T09,18.59,TEMP,2018-02-01 1:38
T02,15.9,TEMP,2018-02-01 1:38
T02,15.9,TEMP,2018-02-01 1:38
T11,18.91,TEMP,2018-02-01 1:39
T11,18.91,TEMP,2018-02-01 1:39
T01,18.11,TEMP,2018-02-01 1:39
T01,18.11,TEMP,2018-02-01 1:39
T07,17.81,TEMP,2018-02-01 1:40
T07,17.81,TEMP,2018-02-01 1:40
T10,17.79,TEMP,2018-02-01 1:40
T10,17.79,TEMP,2018-02-01 1:40
T04,18.1,TEMP,2018-02-01 1:41
T04,18.1,TEMP,2018-02-01 1:41
T06,18.02,TEMP,2018-02-01 1:42
T06,18.02,TEMP,2018-02-01 1:42
T05,18.25,TEMP,2018-02-01 1:43
T05,18.25,TEMP,2018-02-01 1:43
T08,17.74,TEMP,2018-02-01 1:44
T08,17.74,TEMP,2018-02-01 1:44
T09,18.49,TEMP,2018-02-01 1:45
T09,18.49,TEMP,2018-02-01 1:45
T02,16.02,TEMP,2018-02-01 1:45
T02,16.02,TEMP,2018-02-01 1:45
T11,18.81,TEMP,2018-02-01 1:47
T11,18.81,TEMP,2018-02-01 1:47
T10,17.68,TEMP,2018-02-01 1:47
T10,17.68,TEMP,2018-02-01 1:47
T04,17.98,TEMP,2018-02-01 1:49
T04,17.98,TEMP,2018-02-01 1:49
T07,17.69,TEMP,2018-02-01 1:51
T07,17.69,TEMP,2018-02-01 1:51
T05,18.11,TEMP,2018-02-01 1:51
T05,18.11,TEMP,2018-02-01 1:51
T06,17.89,TEMP,2018-02-01 1:52
T06,17.89,TEMP,2018-02-01 1:52
T08,17.62,TEMP,2018-02-01 1:53
T08,17.62,TEMP,2018-02-01 1:53
T01,17.95,TEMP,2018-02-01 1:53
T01,17.95,TEMP,2018-02-01 1:53
T09,18.38,TEMP,2018-02-01 1:54
T09,18.38,TEMP,2018-02-01 1:54
T11,18.7,TEMP,2018-02-01 1:54
T11,18.7,TEMP,2018-02-01 1:54
T10,17.57,TEMP,2018-02-01 1:56
T10,17.57,TEMP,2018-02-01 1:56
T04,17.85,TEMP,2018-02-01 1:59
T04,17.85,TEMP,2018-02-01 1:59
T04,0,Wh,2018-02-01 2:00
T12,48,Wh,2018-02-01 2:00
T03,244,Wh,2018-02-01 2:00
T01,0,Wh,2018-02-01 2:00
T09,0,Wh,2018-02-01 2:00
T07,0,Wh,2018-02-01 2:00
T06,0,Wh,2018-02-01 2:00
T05,0,Wh,2018-02-01 2:00
T01,0,Wh,2018-02-01 2:00
T03,244,Wh,2018-02-01 2:00
T12,48,Wh,2018-02-01 2:00
T11,0,Wh,2018-02-01 2:00
T04,0,Wh,2018-02-01 2:00
T11,0,Wh,2018-02-01 2:00
T02,309,Wh,2018-02-01 2:00
T10,0,Wh,2018-02-01 2:00
T05,0,Wh,2018-02-01 2:00
T06,0,Wh,2018-02-01 2:00
T07,0,Wh,2018-02-01 2:00
T09,0,Wh,2018-02-01 2:00
T10,0,Wh,2018-02-01 2:00
T08,0,Wh,2018-02-01 2:00
T08,0,Wh,2018-02-01 2:00
T02,309,Wh,2018-02-01 2:00
T06,17.79,TEMP,2018-02-01 2:00
T06,17.79,TEMP,2018-02-01 2:00
T07,17.57,TEMP,2018-02-01 2:02
T07,17.57,TEMP,2018-02-01 2:02
T05,17.99,TEMP,2018-02-01 2:02
T05,17.99,TEMP,2018-02-01 2:02
T12,17.96,TEMP,2018-02-01 2:04
T12,17.96,TEMP,2018-02-01 2:04
T08,17.52,TEMP,2018-02-01 2:05
T08,17.52,TEMP,2018-02-01 2:05
T09,18.25,TEMP,2018-02-01 2:07
T09,18.25,TEMP,2018-02-01 2:07
T11,18.59,TEMP,2018-02-01 2:07
T11,18.59,TEMP,2018-02-01 2:07
T01,17.83,TEMP,2018-02-01 2:07
T01,17.83,TEMP,2018-02-01 2:07
T07,17.46,TEMP,2018-02-01 2:10
T07,17.46,TEMP,2018-02-01 2:10
T10,17.47,TEMP,2018-02-01 2:10
T10,17.47,TEMP,2018-02-01 2:10
T06,17.68,TEMP,2018-02-01 2:11
T06,17.68,TEMP,2018-02-01 2:11
T04,17.75,TEMP,2018-02-01 2:12
T04,17.75,TEMP,2018-02-01 2:12
T09,18.15,TEMP,2018-02-01 2:13
T09,18.15,TEMP,2018-02-01 2:13
T05,17.87,TEMP,2018-02-01 2:14
T05,17.87,TEMP,2018-02-01 2:14
T08,17.4,TEMP,2018-02-01 2:15
T08,17.4,TEMP,2018-02-01 2:15
T10,17.36,TEMP,2018-02-01 2:18
T10,17.36,TEMP,2018-02-01 2:18
T01,17.66,TEMP,2018-02-01 2:19
T01,17.66,TEMP,2018-02-01 2:19
T04,17.96,TEMP,2018-02-01 2:20
T04,17.96,TEMP,2018-02-01 2:20
T06,17.57,TEMP,2018-02-01 2:21
T06,17.57,TEMP,2018-02-01 2:21
T04,18.09,TEMP,2018-02-01 2:21
T04,18.09,TEMP,2018-02-01 2:21
T07,17.34,TEMP,2018-02-01 2:22
T07,17.34,TEMP,2018-02-01 2:22
T05,17.77,TEMP,2018-02-01 2:22
T05,17.77,TEMP,2018-02-01 2:22
T04,18.21,TEMP,2018-02-01 2:23
T04,18.21,TEMP,2018-02-01 2:23
T09,18.04,TEMP,2018-02-01 2:26
T09,18.04,TEMP,2018-02-01 2:26
T04,18.37,TEMP,2018-02-01 2:26
T04,18.37,TEMP,2018-02-01 2:26
T06,17.47,TEMP,2018-02-01 2:29
T06,17.47,TEMP,2018-02-01 2:29
T11,18.33,TEMP,2018-02-01 2:32
T11,18.33,TEMP,2018-02-01 2:32
T04,18.52,TEMP,2018-02-01 2:32
T04,18.52,TEMP,2018-02-01 2:32
T09,17.93,TEMP,2018-02-01 2:34
T09,17.93,TEMP,2018-02-01 2:34
T09,18.04,TEMP,2018-02-01 2:35
T09,18.04,TEMP,2018-02-01 2:35
T07,17.23,TEMP,2018-02-01 2:35
T07,17.23,TEMP,2018-02-01 2:35
T05,17.66,TEMP,2018-02-01 2:35
T05,17.66,TEMP,2018-02-01 2:35
T08,17.29,TEMP,2018-02-01 2:37
T08,17.29,TEMP,2018-02-01 2:37
T04,18.63,TEMP,2018-02-01 2:37
T04,18.63,TEMP,2018-02-01 2:37
T09,17.93,TEMP,2018-02-01 2:38
T09,17.93,TEMP,2018-02-01 2:38
T10,17.23,TEMP,2018-02-01 2:42
T10,17.23,TEMP,2018-02-01 2:42
T06,17.36,TEMP,2018-02-01 2:44
T06,17.36,TEMP,2018-02-01 2:44
T01,17.56,TEMP,2018-02-01 2:44
T01,17.56,TEMP,2018-02-01 2:44
