deviceKey,value,variable,standardtime (UTC-5)
T04,20.6,TEMP,2018-02-07 10:11
T01,20.46,TEMP,2018-02-07 10:11
T01,17,SET,2018-02-07 10:11
T03,20.43,TEMP,2018-02-07 10:11
T03,17,SET,2018-02-07 10:11
T12,20.22,TEMP,2018-02-07 10:11
T12,17,SET,2018-02-07 10:11
T09,21.5,SET,2018-02-07 10:12
T09,21.48,TEMP,2018-02-07 10:12
T08,20.66,TEMP,2018-02-07 10:12
T04,20.43,TEMP,2018-02-07 10:12
T03,20.31,TEMP,2018-02-07 10:12
T10,20.14,TEMP,2018-02-07 10:13
T01,20.31,TEMP,2018-02-07 10:13
T12,20.04,TEMP,2018-02-07 10:13
T08,20.49,TEMP,2018-02-07 10:14
T10,20.04,TEMP,2018-02-07 10:14
T06,20.75,TEMP,2018-02-07 10:15
T01,20.18,TEMP,2018-02-07 10:15
T03,20.06,TEMP,2018-02-07 10:16
T08,20.36,TEMP,2018-02-07 10:17
T10,19.9,TEMP,2018-02-07 10:17
T04,20.26,TEMP,2018-02-07 10:17
T12,19.87,TEMP,2018-02-07 10:17
T05,21.59,TEMP,2018-02-07 10:18
T08,20.25,TEMP,2018-02-07 10:18
T03,19.92,TEMP,2018-02-07 10:18
T01,20.05,TEMP,2018-02-07 10:19
T08,20.12,TEMP,2018-02-07 10:20
T10,19.77,TEMP,2018-02-07 10:20
T04,20.16,TEMP,2018-02-07 10:20
T03,19.81,TEMP,2018-02-07 10:20
T12,19.73,TEMP,2018-02-07 10:20
T05,21.46,TEMP,2018-02-07 10:21
T08,20.01,TEMP,2018-02-07 10:22
T04,20.06,TEMP,2018-02-07 10:22
T01,19.93,TEMP,2018-02-07 10:23
T12,19.58,TEMP,2018-02-07 10:23
T08,19.9,TEMP,2018-02-07 10:24
T10,19.65,TEMP,2018-02-07 10:24
T03,19.67,TEMP,2018-02-07 10:24
T09,21.37,TEMP,2018-02-07 10:25
T08,19.77,TEMP,2018-02-07 10:28
T04,19.95,TEMP,2018-02-07 10:28
T01,19.81,TEMP,2018-02-07 10:28
T03,19.54,TEMP,2018-02-07 10:28
T09,21.49,TEMP,2018-02-07 10:29
T06,20.65,TEMP,2018-02-07 10:29
T12,19.43,TEMP,2018-02-07 10:29
T08,19.66,TEMP,2018-02-07 10:31
T10,19.53,TEMP,2018-02-07 10:31
T02,16.19,TEMP,2018-02-07 10:33
T03,19.41,TEMP,2018-02-07 10:33
T11,21.76,TEMP,2018-02-07 10:35
T01,19.7,TEMP,2018-02-07 10:35
T12,19.32,TEMP,2018-02-07 10:35
T08,19.53,TEMP,2018-02-07 10:36
T04,19.8,TEMP,2018-02-07 10:36
T09,21.33,TEMP,2018-02-07 10:37
T10,19.42,TEMP,2018-02-07 10:37
T03,19.28,TEMP,2018-02-07 10:37
T08,19.42,TEMP,2018-02-07 10:40
T12,19.18,TEMP,2018-02-07 10:40
T09,21.43,TEMP,2018-02-07 10:41
T04,19.7,TEMP,2018-02-07 10:41
T11,21.88,TEMP,2018-02-07 10:43
T05,21.35,TEMP,2018-02-07 10:43
T10,19.3,TEMP,2018-02-07 10:43
T02,16.05,TEMP,2018-02-07 10:43
T01,19.56,TEMP,2018-02-07 10:43
T08,19.3,TEMP,2018-02-07 10:45
T11,21.76,TEMP,2018-02-07 10:46
T04,19.58,TEMP,2018-02-07 10:47
T03,19.4,TEMP,2018-02-07 10:47
T12,19.07,TEMP,2018-02-07 10:48
T06,20.76,TEMP,2018-02-07 10:50
T08,19.2,TEMP,2018-02-07 10:50
T10,19.19,TEMP,2018-02-07 10:50
T01,19.44,TEMP,2018-02-07 10:50
T11,21.89,TEMP,2018-02-07 10:54
T08,19.09,TEMP,2018-02-07 10:55
T04,19.46,TEMP,2018-02-07 10:55
T06,20.88,TEMP,2018-02-07 10:56
T02,15.94,TEMP,2018-02-07 10:56
T10,19.08,TEMP,2018-02-07 10:57
T12,18.97,TEMP,2018-02-07 10:59
T12,0,Wh,2018-02-07 11:00
T03,0,Wh,2018-02-07 11:00
T06,1542,Wh,2018-02-07 11:00
T09,183,Wh,2018-02-07 11:00
T01,0,Wh,2018-02-07 11:00
T04,0,Wh,2018-02-07 11:00
T02,0,Wh,2018-02-07 11:00
T07,489,Wh,2018-02-07 11:00
T11,0,Wh,2018-02-07 11:00
T05,325,Wh,2018-02-07 11:00
T08,0,Wh,2018-02-07 11:00
T10,0,Wh,2018-02-07 11:00
T08,18.97,TEMP,2018-02-07 11:00
T04,19.33,TEMP,2018-02-07 11:01
T01,19.34,TEMP,2018-02-07 11:01
T09,21.54,TEMP,2018-02-07 11:03
T09,21.42,TEMP,2018-02-07 11:06
T08,18.86,TEMP,2018-02-07 11:06
T10,18.96,TEMP,2018-02-07 11:07
T02,15.83,TEMP,2018-02-07 11:08
T12,18.85,TEMP,2018-02-07 11:08
T01,19.24,TEMP,2018-02-07 11:09
T04,19.48,TEMP,2018-02-07 11:09
T06,20.98,TEMP,2018-02-07 11:10
T04,19.6,TEMP,2018-02-07 11:10
T08,18.75,TEMP,2018-02-07 11:11
T04,19.78,TEMP,2018-02-07 11:11
T09,21.45,TEMP,2018-02-07 11:12
T09,21.5,SET,2018-02-07 11:12
T07,21.52,TEMP,2018-02-07 11:12
T07,21.5,SET,2018-02-07 11:12
T06,20.98,TEMP,2018-02-07 11:12
T06,21.5,SET,2018-02-07 11:12
T11,21.5,SET,2018-02-07 11:12
T11,21.92,TEMP,2018-02-07 11:12
T05,21.5,SET,2018-02-07 11:12
T05,21.44,TEMP,2018-02-07 11:12
T08,17,SET,2018-02-07 11:13
T08,18.71,TEMP,2018-02-07 11:13
T10,17,SET,2018-02-07 11:13
T10,18.9,TEMP,2018-02-07 11:13
T02,16,SET,2018-02-07 11:13
T02,15.9,TEMP,2018-02-07 11:13
T04,19.78,TEMP,2018-02-07 11:13
T04,17,SET,2018-02-07 11:13
T01,17,SET,2018-02-07 11:13
T01,19.17,TEMP,2018-02-07 11:13
T03,19.4,TEMP,2018-02-07 11:13
T03,17,SET,2018-02-07 11:13
T12,18.81,TEMP,2018-02-07 11:13
T12,17,SET,2018-02-07 11:13
T04,19.91,TEMP,2018-02-07 11:16
T08,18.6,TEMP,2018-02-07 11:18
T09,21.55,TEMP,2018-02-07 11:19
T04,20.05,TEMP,2018-02-07 11:20
T12,18.7,TEMP,2018-02-07 11:23
T08,18.48,TEMP,2018-02-07 11:24
T10,18.77,TEMP,2018-02-07 11:24
T01,19.07,TEMP,2018-02-07 11:29
T09,21.41,TEMP,2018-02-07 11:30
T08,18.37,TEMP,2018-02-07 11:30
T09,21.52,TEMP,2018-02-07 11:32
T10,18.66,TEMP,2018-02-07 11:33
T12,18.58,TEMP,2018-02-07 11:35
T08,18.26,TEMP,2018-02-07 11:36
T04,19.92,TEMP,2018-02-07 11:36
T04,19.72,TEMP,2018-02-07 11:37
T03,19.26,TEMP,2018-02-07 11:37
T04,19.56,TEMP,2018-02-07 11:38
T04,19.42,TEMP,2018-02-07 11:39
T01,18.97,TEMP,2018-02-07 11:39
T04,19.32,TEMP,2018-02-07 11:40
T08,18.15,TEMP,2018-02-07 11:41
T10,18.55,TEMP,2018-02-07 11:42
T04,19.19,TEMP,2018-02-07 11:42
T04,19.07,TEMP,2018-02-07 11:45
T01,18.85,TEMP,2018-02-07 11:46
T12,18.47,TEMP,2018-02-07 11:46
T08,18.04,TEMP,2018-02-07 11:49
T04,18.92,TEMP,2018-02-07 11:49
T03,19.11,TEMP,2018-02-07 11:49
T10,18.44,TEMP,2018-02-07 11:50
T02,16.01,TEMP,2018-02-07 11:50
T06,21.09,TEMP,2018-02-07 11:51
T04,18.81,TEMP,2018-02-07 11:52
T03,19,TEMP,2018-02-07 11:52
T05,21.55,TEMP,2018-02-07 11:55
T08,17.92,TEMP,2018-02-07 11:55
T01,18.74,TEMP,2018-02-07 11:55
T03,18.89,TEMP,2018-02-07 11:56
T12,18.35,TEMP,2018-02-07 11:56
T05,21.41,TEMP,2018-02-07 12:00
T05,575,Wh,2018-02-07 12:00
T08,0,Wh,2018-02-07 12:00
T11,0,Wh,2018-02-07 12:00
T06,1569,Wh,2018-02-07 12:00
T07,489,Wh,2018-02-07 12:00
T09,225,Wh,2018-02-07 12:00
T12,0,Wh,2018-02-07 12:00
T01,0,Wh,2018-02-07 12:00
T04,0,Wh,2018-02-07 12:00
T02,120,Wh,2018-02-07 12:00
T10,0,Wh,2018-02-07 12:00
T03,0,Wh,2018-02-07 12:00
T10,18.32,TEMP,2018-02-07 12:00
T03,18.75,TEMP,2018-02-07 12:00
T12,18.25,TEMP,2018-02-07 12:00
T08,17.82,TEMP,2018-02-07 12:03
T04,18.7,TEMP,2018-02-07 12:03
T03,18.62,TEMP,2018-02-07 12:04
T01,18.63,TEMP,2018-02-07 12:05
T05,21.51,TEMP,2018-02-07 12:07
T04,18.59,TEMP,2018-02-07 12:09
T03,18.52,TEMP,2018-02-07 12:09
T10,18.2,TEMP,2018-02-07 12:11
T12,18.15,TEMP,2018-02-07 12:11
T11,22.03,TEMP,2018-02-07 12:12
T08,17.72,TEMP,2018-02-07 12:12
T03,18.38,TEMP,2018-02-07 12:14
T11,21.88,TEMP,2018-02-07 12:17
T04,18.49,TEMP,2018-02-07 12:18
T01,18.5,TEMP,2018-02-07 12:18
T03,18.26,TEMP,2018-02-07 12:19
T12,18.04,TEMP,2018-02-07 12:19
T08,17.6,TEMP,2018-02-07 12:20
T11,22.02,TEMP,2018-02-07 12:21
T10,18.08,TEMP,2018-02-07 12:23
T03,18.14,TEMP,2018-02-07 12:25
T12,17.92,TEMP,2018-02-07 12:25
T04,18.37,TEMP,2018-02-07 12:27
T08,17.48,TEMP,2018-02-07 12:29
T02,15.91,TEMP,2018-02-07 12:29
T10,17.96,TEMP,2018-02-07 12:30
T03,18.04,TEMP,2018-02-07 12:30
T12,17.81,TEMP,2018-02-07 12:34
T01,18.38,TEMP,2018-02-07 12:35
T11,21.89,TEMP,2018-02-07 12:36
T03,17.93,TEMP,2018-02-07 12:36
T08,17.38,TEMP,2018-02-07 12:37
T10,17.86,TEMP,2018-02-07 12:39
T04,18.26,TEMP,2018-02-07 12:41
T03,17.83,TEMP,2018-02-07 12:42
T04,18.41,TEMP,2018-02-07 12:43
T12,17.7,TEMP,2018-02-07 12:43
T04,18.57,TEMP,2018-02-07 12:44
T01,18.27,TEMP,2018-02-07 12:44
T08,17.27,TEMP,2018-02-07 12:46
T04,18.7,TEMP,2018-02-07 12:46
T03,17.72,TEMP,2018-02-07 12:48
T04,18.84,TEMP,2018-02-07 12:49
T09,21.5,TEMP,2018-02-07 12:50
T09,21.5,SET,2018-02-07 12:50
T07,21.47,TEMP,2018-02-07 12:50
T07,21.5,SET,2018-02-07 12:50
T06,21.5,SET,2018-02-07 12:50
T06,21.03,TEMP,2018-02-07 12:50
T11,21.5,SET,2018-02-07 12:50
T11,21.95,TEMP,2018-02-07 12:50
T05,21.42,TEMP,2018-02-07 12:50
T05,21.5,SET,2018-02-07 12:50
T08,17.23,TEMP,2018-02-07 12:50
T08,17,SET,2018-02-07 12:50
T10,17,SET,2018-02-07 12:50
T10,17.79,TEMP,2018-02-07 12:50
T02,16,SET,2018-02-07 12:50
T02,16,TEMP,2018-02-07 12:50
T04,18.95,TEMP,2018-02-07 12:50
T04,17,SET,2018-02-07 12:50
T01,17,SET,2018-02-07 12:51
T01,18.29,TEMP,2018-02-07 12:51
T03,17,SET,2018-02-07 12:51
T03,17.71,TEMP,2018-02-07 12:51
T12,17.63,TEMP,2018-02-07 12:51
T12,17,SET,2018-02-07 12:51
T05,21.55,TEMP,2018-02-07 12:52
T04,19.07,TEMP,2018-02-07 12:54
T03,17.6,TEMP,2018-02-07 12:57
T10,0,Wh,2018-02-07 13:00
T12,0,Wh,2018-02-07 13:00
T03,0,Wh,2018-02-07 13:00
T01,0,Wh,2018-02-07 13:00
T04,0,Wh,2018-02-07 13:00
T02,189,Wh,2018-02-07 13:00
T08,0,Wh,2018-02-07 13:00
T05,575,Wh,2018-02-07 13:00
T06,1569,Wh,2018-02-07 13:00
T07,468,Wh,2018-02-07 13:00
T11,0,Wh,2018-02-07 13:00
T09,233,Wh,2018-02-07 13:00
T08,17.12,TEMP,2018-02-07 13:00
T04,19.17,TEMP,2018-02-07 13:02
T12,17.51,TEMP,2018-02-07 13:03
T10,17.68,TEMP,2018-02-07 13:04
T03,17.5,TEMP,2018-02-07 13:04
T05,21.44,TEMP,2018-02-07 13:08
T08,17.02,TEMP,2018-02-07 13:08
T05,21.57,TEMP,2018-02-07 13:09
T04,18.87,TEMP,2018-02-07 13:11
T01,18.16,TEMP,2018-02-07 13:11
T04,18.71,TEMP,2018-02-07 13:12
T04,18.57,TEMP,2018-02-07 13:14
T03,17.4,TEMP,2018-02-07 13:15
T10,17.58,TEMP,2018-02-07 13:16
T04,18.38,TEMP,2018-02-07 13:16
T01,18.05,TEMP,2018-02-07 13:17
T12,17.39,TEMP,2018-02-07 13:17
T08,16.9,TEMP,2018-02-07 13:18
T04,18.25,TEMP,2018-02-07 13:18
T11,21.8,TEMP,2018-02-07 13:19
T11,21.97,TEMP,2018-02-07 13:20
T03,17.29,TEMP,2018-02-07 13:20
T04,18.12,TEMP,2018-02-07 13:22
T05,21.47,TEMP,2018-02-07 13:23
T10,17.46,TEMP,2018-02-07 13:26
T02,15.89,TEMP,2018-02-07 13:26
T04,17.98,TEMP,2018-02-07 13:26
T12,17.28,TEMP,2018-02-07 13:27
T01,17.94,TEMP,2018-02-07 13:33
T03,17.16,TEMP,2018-02-07 13:33
T04,17.88,TEMP,2018-02-07 13:34
T02,16.03,TEMP,2018-02-07 13:35
T12,17.17,TEMP,2018-02-07 13:40
T10,17.36,TEMP,2018-02-07 13:43
T01,17.84,TEMP,2018-02-07 13:44
T03,17.05,TEMP,2018-02-07 13:44
T04,17.74,TEMP,2018-02-07 13:47
T02,15.93,TEMP,2018-02-07 13:48
T12,17.06,TEMP,2018-02-07 13:48
T10,17.25,TEMP,2018-02-07 13:56
T03,16.95,TEMP,2018-02-07 13:57
T12,16.95,TEMP,2018-02-07 13:58
T11,0,Wh,2018-02-07 14:00
T12,0,Wh,2018-02-07 14:00
T03,0,Wh,2018-02-07 14:00
T01,0,Wh,2018-02-07 14:00
T09,225,Wh,2018-02-07 14:00
T07,447,Wh,2018-02-07 14:00
T04,0,Wh,2018-02-07 14:00
T06,1542,Wh,2018-02-07 14:00
T05,600,Wh,2018-02-07 14:00
T08,46,Wh,2018-02-07 14:00
T10,0,Wh,2018-02-07 14:00
T02,258,Wh,2018-02-07 14:00
T04,17.59,TEMP,2018-02-07 14:00
T01,17.73,TEMP,2018-02-07 14:01
T02,16.03,TEMP,2018-02-07 14:05
T11,21.85,TEMP,2018-02-07 14:12
T11,21.96,TEMP,2018-02-07 14:14
T08,17,TEMP,2018-02-07 14:18
T10,17.15,TEMP,2018-02-07 14:18
T01,17.63,TEMP,2018-02-07 14:18
T04,17.49,TEMP,2018-02-07 14:20
T04,17.66,TEMP,2018-02-07 14:23
T04,17.79,TEMP,2018-02-07 14:24
T04,17.89,TEMP,2018-02-07 14:25
T04,18.04,TEMP,2018-02-07 14:27
T04,18.16,TEMP,2018-02-07 14:29
T04,18.28,TEMP,2018-02-07 14:33
T05,21.58,TEMP,2018-02-07 14:37
T04,18.43,TEMP,2018-02-07 14:39
T09,21.6,TEMP,2018-02-07 14:50
T09,21.47,TEMP,2018-02-07 14:52
T04,18.13,TEMP,2018-02-07 14:52
T04,17.98,TEMP,2018-02-07 14:53
T04,17.84,TEMP,2018-02-07 14:55
T04,17.66,TEMP,2018-02-07 14:57
T05,21.44,TEMP,2018-02-07 14:58
T01,17.52,TEMP,2018-02-07 14:58
T10,17.04,TEMP,2018-02-07 14:59
T04,17.54,TEMP,2018-02-07 14:59
T11,0,Wh,2018-02-07 15:00
T05,600,Wh,2018-02-07 15:00
T04,0,Wh,2018-02-07 15:00
T01,0,Wh,2018-02-07 15:00
T06,1569,Wh,2018-02-07 15:00
T02,241,Wh,2018-02-07 15:00
T08,93,Wh,2018-02-07 15:00
T09,225,Wh,2018-02-07 15:00
T10,0,Wh,2018-02-07 15:00
T03,0,Wh,2018-02-07 15:00
T12,72,Wh,2018-02-07 15:00
T07,426,Wh,2018-02-07 15:00
T08,21.5,SET,2018-02-07 15:00
T10,21.5,SET,2018-02-07 15:00
T04,21.5,SET,2018-02-07 15:00
T01,21.5,SET,2018-02-07 15:00
T03,21.5,SET,2018-02-07 15:00
T12,21.5,SET,2018-02-07 15:00
T10,17.16,TEMP,2018-02-07 15:03
T04,17.66,TEMP,2018-02-07 15:03
T01,17.86,TEMP,2018-02-07 15:03
T12,17.19,TEMP,2018-02-07 15:03
T10,17.37,TEMP,2018-02-07 15:04
T01,18.21,TEMP,2018-02-07 15:04
T03,17.18,TEMP,2018-02-07 15:04
T12,17.38,TEMP,2018-02-07 15:04
T08,17.42,TEMP,2018-02-07 15:05
T10,17.57,TEMP,2018-02-07 15:05
T04,17.89,TEMP,2018-02-07 15:05
T01,18.49,TEMP,2018-02-07 15:05
T03,17.49,TEMP,2018-02-07 15:05
T12,17.65,TEMP,2018-02-07 15:05
T08,17.59,TEMP,2018-02-07 15:06
T10,17.81,TEMP,2018-02-07 15:06
T04,18.06,TEMP,2018-02-07 15:06
T01,18.79,TEMP,2018-02-07 15:06
T03,17.76,TEMP,2018-02-07 15:06
T12,17.88,TEMP,2018-02-07 15:06
T08,17.78,TEMP,2018-02-07 15:07
T10,18.03,TEMP,2018-02-07 15:07
T04,18.21,TEMP,2018-02-07 15:07
T01,19.08,TEMP,2018-02-07 15:07
T12,18.23,TEMP,2018-02-07 15:07
T03,18.07,TEMP,2018-02-07 15:07
T08,17.95,TEMP,2018-02-07 15:08
T10,18.23,TEMP,2018-02-07 15:08
T04,18.35,TEMP,2018-02-07 15:08
T01,19.37,TEMP,2018-02-07 15:08
T03,18.35,TEMP,2018-02-07 15:08
T12,18.5,TEMP,2018-02-07 15:08
T08,18.17,TEMP,2018-02-07 15:09
T02,16.2,TEMP,2018-02-07 15:09
T04,18.47,TEMP,2018-02-07 15:09
T12,18.91,TEMP,2018-02-07 15:10
T08,18.48,TEMP,2018-02-07 15:11
T10,19.66,TEMP,2018-02-07 15:11
T02,16.36,TEMP,2018-02-07 15:11
T04,18.7,TEMP,2018-02-07 15:11
T01,16,SET,2018-02-07 15:11
T01,20.87,TEMP,2018-02-07 15:11
T03,19.89,TEMP,2018-02-07 15:12
T03,20,SET,2018-02-07 15:12
T12,19.19,TEMP,2018-02-07 15:12
T08,18.64,TEMP,2018-02-07 15:13
T12,19.37,TEMP,2018-02-07 15:13
T08,18.83,TEMP,2018-02-07 15:14
T10,19.56,TEMP,2018-02-07 15:14
T02,16.46,TEMP,2018-02-07 15:14
T04,18.81,TEMP,2018-02-07 15:14
T01,21.5,SET,2018-02-07 15:14
T01,20.57,TEMP,2018-02-07 15:14
T03,21.5,SET,2018-02-07 15:14
T03,19.75,TEMP,2018-02-07 15:14
T05,21.6,TEMP,2018-02-07 15:15
T01,20.42,TEMP,2018-02-07 15:15
T08,19.05,TEMP,2018-02-07 15:16
T10,20.23,TEMP,2018-02-07 15:16
T01,20.31,TEMP,2018-02-07 15:16
T03,19.58,TEMP,2018-02-07 15:16
T12,19.53,TEMP,2018-02-07 15:16
T06,21.17,TEMP,2018-02-07 15:17
T05,21.46,TEMP,2018-02-07 15:17
T08,19.17,TEMP,2018-02-07 15:17
T10,20.07,TEMP,2018-02-07 15:17
T04,18.99,TEMP,2018-02-07 15:17
T08,19.31,TEMP,2018-02-07 15:18
T10,19.88,TEMP,2018-02-07 15:18
T02,16.36,TEMP,2018-02-07 15:18
T01,20.45,TEMP,2018-02-07 15:18
T12,19.77,TEMP,2018-02-07 15:18
T03,19.68,TEMP,2018-02-07 15:19
T12,19.88,TEMP,2018-02-07 15:19
T08,19.5,TEMP,2018-02-07 15:20
T04,19.11,TEMP,2018-02-07 15:20
T01,20.69,TEMP,2018-02-07 15:20
T12,20.06,TEMP,2018-02-07 15:21
T08,19.61,TEMP,2018-02-07 15:22
T01,20.93,TEMP,2018-02-07 15:22
T03,20.87,TEMP,2018-02-07 15:22
T03,20,SET,2018-02-07 15:22
T10,20.47,TEMP,2018-02-07 15:23
T01,21.09,TEMP,2018-02-07 15:23
T03,20.77,TEMP,2018-02-07 15:23
T12,20.27,TEMP,2018-02-07 15:23
T08,19.81,TEMP,2018-02-07 15:24
T04,19.22,TEMP,2018-02-07 15:24
T03,20.62,TEMP,2018-02-07 15:24
T10,20.3,TEMP,2018-02-07 15:25
T02,16.24,TEMP,2018-02-07 15:25
T03,21.5,SET,2018-02-07 15:26
T03,20.47,TEMP,2018-02-07 15:26
T01,21.25,TEMP,2018-02-07 15:26
T08,19.96,TEMP,2018-02-07 15:27
T03,20.29,TEMP,2018-02-07 15:27
T09,21.61,TEMP,2018-02-07 15:28
T10,20.2,TEMP,2018-02-07 15:28
T01,21.42,TEMP,2018-02-07 15:28
T12,20.38,TEMP,2018-02-07 15:28
T08,20.12,TEMP,2018-02-07 15:29
T09,21.5,TEMP,2018-02-07 15:31
T05,21.57,TEMP,2018-02-07 15:31
T10,20.85,TEMP,2018-02-07 15:31
T04,19.33,TEMP,2018-02-07 15:31
T09,21.37,TEMP,2018-02-07 15:32
T08,20.24,TEMP,2018-02-07 15:32
T10,20.71,TEMP,2018-02-07 15:32
T12,20.54,TEMP,2018-02-07 15:32
T09,21.5,TEMP,2018-02-07 15:33
T02,16.13,TEMP,2018-02-07 15:33
T12,20.67,TEMP,2018-02-07 15:33
T08,20.39,TEMP,2018-02-07 15:34
T10,20.43,TEMP,2018-02-07 15:34
T03,20,SET,2018-02-07 15:34
T03,21.44,TEMP,2018-02-07 15:34
T06,21.06,TEMP,2018-02-07 15:35
T12,20.87,TEMP,2018-02-07 15:35
T11,22.1,TEMP,2018-02-07 15:36
T08,20.53,TEMP,2018-02-07 15:36
T10,20.28,TEMP,2018-02-07 15:37
T03,21.16,TEMP,2018-02-07 15:37
T03,21.5,SET,2018-02-07 15:37
T01,21.53,TEMP,2018-02-07 15:38
T03,20.81,TEMP,2018-02-07 15:38
T08,20.66,TEMP,2018-02-07 15:39
T10,21.18,TEMP,2018-02-07 15:39
T04,19.43,TEMP,2018-02-07 15:39
T03,20.64,TEMP,2018-02-07 15:39
T11,21.96,TEMP,2018-02-07 15:40
T10,20.94,TEMP,2018-02-07 15:40
T03,20.51,TEMP,2018-02-07 15:40
T08,20.77,TEMP,2018-02-07 15:41
T10,20.73,TEMP,2018-02-07 15:41
T10,20.52,TEMP,2018-02-07 15:43
T08,20.89,TEMP,2018-02-07 15:44
T12,21.03,TEMP,2018-02-07 15:44
T11,22.09,TEMP,2018-02-07 15:45
T02,16,TEMP,2018-02-07 15:45
T03,20.63,TEMP,2018-02-07 15:45
T08,21.03,TEMP,2018-02-07 15:46
T01,21.65,TEMP,2018-02-07 15:46
T03,20.76,TEMP,2018-02-07 15:46
T09,21.4,TEMP,2018-02-07 15:47
T12,21.2,TEMP,2018-02-07 15:47
T03,20.9,TEMP,2018-02-07 15:47
T04,19.53,TEMP,2018-02-07 15:49
T03,21.02,TEMP,2018-02-07 15:49
T09,21.6,TEMP,2018-02-07 15:50
T08,21.15,TEMP,2018-02-07 15:50
T10,21.53,TEMP,2018-02-07 15:50
T04,19.65,TEMP,2018-02-07 15:50
T01,21.5,TEMP,2018-02-07 15:50
T12,21.4,TEMP,2018-02-07 15:50
T10,21.25,TEMP,2018-02-07 15:51
T03,21.19,TEMP,2018-02-07 15:51
T12,21.5,TEMP,2018-02-07 15:51
T10,21.04,TEMP,2018-02-07 15:52
T08,21.27,TEMP,2018-02-07 15:53
T10,20.86,TEMP,2018-02-07 15:53
T10,20.75,TEMP,2018-02-07 15:54
T03,21.31,TEMP,2018-02-07 15:54
T10,20.65,TEMP,2018-02-07 15:55
T12,21.62,TEMP,2018-02-07 15:56
T08,21.4,TEMP,2018-02-07 15:57
T09,21.49,TEMP,2018-02-07 15:58
T11,21.91,TEMP,2018-02-07 15:58
T02,15.89,TEMP,2018-02-07 15:58
T10,0,Wh,2018-02-07 16:00
T02,34,Wh,2018-02-07 16:00
T04,2250,Wh,2018-02-07 16:00
T08,690,Wh,2018-02-07 16:00
T05,525,Wh,2018-02-07 16:00
T11,0,Wh,2018-02-07 16:00
T06,1569,Wh,2018-02-07 16:00
T12,708,Wh,2018-02-07 16:00
T03,558,Wh,2018-02-07 16:00
T07,426,Wh,2018-02-07 16:00
T01,803,Wh,2018-02-07 16:00
T09,233,Wh,2018-02-07 16:00
T08,21.52,TEMP,2018-02-07 16:00
T04,19.78,TEMP,2018-02-07 16:00
T11,22.03,TEMP,2018-02-07 16:01
T01,21.6,TEMP,2018-02-07 16:02
T03,21.46,TEMP,2018-02-07 16:03
T08,21.64,TEMP,2018-02-07 16:04
T10,21.89,TEMP,2018-02-07 16:04
T04,19.91,TEMP,2018-02-07 16:04
T12,21.75,TEMP,2018-02-07 16:04
T10,21.59,TEMP,2018-02-07 16:05
T11,21.91,TEMP,2018-02-07 16:06
T10,21.4,TEMP,2018-02-07 16:06
T04,20.04,TEMP,2018-02-07 16:06
T08,21.76,TEMP,2018-02-07 16:07
T10,21.23,TEMP,2018-02-07 16:07
T04,20.14,TEMP,2018-02-07 16:07
T11,22.02,TEMP,2018-02-07 16:08
T10,21.03,TEMP,2018-02-07 16:08
T12,21.85,TEMP,2018-02-07 16:08
T01,21.5,TEMP,2018-02-07 16:10
T10,20.77,TEMP,2018-02-07 16:11
T01,21.37,TEMP,2018-02-07 16:11
T10,20.59,TEMP,2018-02-07 16:12
T04,20.25,TEMP,2018-02-07 16:12
T01,21.27,TEMP,2018-02-07 16:12
T10,20.39,TEMP,2018-02-07 16:13
T03,21.36,TEMP,2018-02-07 16:14
T12,21.72,TEMP,2018-02-07 16:14
T04,20.42,TEMP,2018-02-07 16:16
T01,21.45,TEMP,2018-02-07 16:16
T11,21.89,TEMP,2018-02-07 16:17
T03,21.46,TEMP,2018-02-07 16:17
T12,21.49,TEMP,2018-02-07 16:17
T04,20.58,TEMP,2018-02-07 16:18
T01,21.57,TEMP,2018-02-07 16:18
T08,21.66,TEMP,2018-02-07 16:19
T10,21.69,TEMP,2018-02-07 16:19
T02,16.02,TEMP,2018-02-07 16:19
T10,21.46,TEMP,2018-02-07 16:20
T04,20.69,TEMP,2018-02-07 16:21
T01,21.67,TEMP,2018-02-07 16:21
T03,21.64,TEMP,2018-02-07 16:21
T12,21.6,TEMP,2018-02-07 16:21
T10,21.33,TEMP,2018-02-07 16:22
T01,21.56,TEMP,2018-02-07 16:22
T10,21.11,TEMP,2018-02-07 16:23
T12,21.74,TEMP,2018-02-07 16:23
T09,21.59,TEMP,2018-02-07 16:24
T11,22.03,TEMP,2018-02-07 16:24
T10,20.98,TEMP,2018-02-07 16:24
T06,20.84,TEMP,2018-02-07 16:29
T10,20.7,TEMP,2018-02-07 16:29
T01,21.35,TEMP,2018-02-07 16:29
T09,21.71,TEMP,2018-02-07 16:30
T02,15.91,TEMP,2018-02-07 16:30
T04,20.82,TEMP,2018-02-07 16:30
T11,21.89,TEMP,2018-02-07 16:31
T10,20.83,TEMP,2018-02-07 16:33
T02,15.77,TEMP,2018-02-07 16:33
T09,21.89,TEMP,2018-02-07 16:34
T10,20.98,TEMP,2018-02-07 16:35
T04,20.72,TEMP,2018-02-07 16:37
T01,21.64,TEMP,2018-02-07 16:37
T10,21.09,TEMP,2018-02-07 16:38
T09,21.75,TEMP,2018-02-07 16:39
T10,21.21,TEMP,2018-02-07 16:40
T02,15.9,TEMP,2018-02-07 16:41
T01,21.52,TEMP,2018-02-07 16:41
